"","det_id","perp_id","det_start","det_end","det_start_year","det_end_year","det_vulnerable_population","det_age_range","det_gender","det_status","det_violation","det_related_penal_facilities","det_province_penal_facility","det_penal_facility_affiliation","det_type_of_penal_facility","det_event","detainee_number","perp_nationality","perp_organisational_affiliation","perp_age_range","perp_rank","perp_related_penal_facility","perp_affiliated_province","perp_type_of_penal_facility","det_vulnerable_population_bi","det_violation_cl","Deprivation of Liberty","Sexual Violence","Torture","Freedom of Expression","Health","Fair Trial","Conscience and Religion","Forced Labor","Children","Life","Disability"
"1676","det-A0001","perp-A0008","01/09/2012","31/08/2017",2012,2017,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0001|Arbitrary Deprivation of Liberty_2_A0001|Violation of Freedom of Expression_1_A0001|Violation of Freedom of Expression_2_A0001|Violation of Freedom of Expression_3_A0001|Violation of Freedom of Expression_4_A0001|Violation of Freedom of Expression_5_A0001|Violation of Right to Health_3_A0001|Violation of Right to Health_1_A0001|Violation of Right to Health_2_A0001|Violation of Right to Health_5_A0001|Violation of Right to Health_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0001|Torture & CID_1_A0001|Torture & CID_2_A0001|Torture & CID_3_A0001|Torture & CID_4_A0001|Torture & CID_5_A0001|Violation of the Right to a Fair Trial_2_A0001|Violation of the Right to a Fair Trial_1_A0001|Rape & Other Forms of Sexual Violence_A0001|Forced Labour_A0001","Chongori Re-education Camp|Onsong County MPS Detention Centre|Onsong County MSS Detention Centre|Onsong County MPS Waiting Room","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre|Waiting Room",1,1,"North Korean","Ministry of State Security","40-49","Colonel (sangjwa)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Forced Labour",1,1,1,1,1,1,1,1,0,0,0
"1677","det-A0001","perp-A0007","01/09/2012","31/08/2017",2012,2017,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0001|Arbitrary Deprivation of Liberty_2_A0001|Violation of Freedom of Expression_1_A0001|Violation of Freedom of Expression_2_A0001|Violation of Freedom of Expression_3_A0001|Violation of Freedom of Expression_4_A0001|Violation of Freedom of Expression_5_A0001|Violation of Right to Health_3_A0001|Violation of Right to Health_1_A0001|Violation of Right to Health_2_A0001|Violation of Right to Health_5_A0001|Violation of Right to Health_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0001|Torture & CID_1_A0001|Torture & CID_2_A0001|Torture & CID_3_A0001|Torture & CID_4_A0001|Torture & CID_5_A0001|Violation of the Right to a Fair Trial_2_A0001|Violation of the Right to a Fair Trial_1_A0001|Rape & Other Forms of Sexual Violence_A0001|Forced Labour_A0001","Chongori Re-education Camp|Onsong County MPS Detention Centre|Onsong County MSS Detention Centre|Onsong County MPS Waiting Room","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre|Waiting Room",1,1,"North Korean","Ministry of People’s Security","10-19","Lance Corporal (hagup byongsa)","Onsong County MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Forced Labour",1,1,1,1,1,1,1,1,0,0,0
"1678","det-A0001","perp-A0006","01/09/2012","31/08/2017",2012,2017,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0001|Arbitrary Deprivation of Liberty_2_A0001|Violation of Freedom of Expression_1_A0001|Violation of Freedom of Expression_2_A0001|Violation of Freedom of Expression_3_A0001|Violation of Freedom of Expression_4_A0001|Violation of Freedom of Expression_5_A0001|Violation of Right to Health_3_A0001|Violation of Right to Health_1_A0001|Violation of Right to Health_2_A0001|Violation of Right to Health_5_A0001|Violation of Right to Health_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0001|Torture & CID_1_A0001|Torture & CID_2_A0001|Torture & CID_3_A0001|Torture & CID_4_A0001|Torture & CID_5_A0001|Violation of the Right to a Fair Trial_2_A0001|Violation of the Right to a Fair Trial_1_A0001|Rape & Other Forms of Sexual Violence_A0001|Forced Labour_A0001","Chongori Re-education Camp|Onsong County MPS Detention Centre|Onsong County MSS Detention Centre|Onsong County MPS Waiting Room","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre|Waiting Room",1,1,"North Korean","Ministry of People’s Security","20-29","Sergeant First Class (jungsa)","Onsong County MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Forced Labour",1,1,1,1,1,1,1,1,0,0,0
"1679","det-A0001","perp-A0005","01/09/2012","31/08/2017",2012,2017,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0001|Arbitrary Deprivation of Liberty_2_A0001|Violation of Freedom of Expression_1_A0001|Violation of Freedom of Expression_2_A0001|Violation of Freedom of Expression_3_A0001|Violation of Freedom of Expression_4_A0001|Violation of Freedom of Expression_5_A0001|Violation of Right to Health_3_A0001|Violation of Right to Health_1_A0001|Violation of Right to Health_2_A0001|Violation of Right to Health_5_A0001|Violation of Right to Health_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0001|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0001 |Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0001|Torture & CID_1_A0001|Torture & CID_2_A0001|Torture & CID_3_A0001|Torture & CID_4_A0001|Torture & CID_5_A0001|Violation of the Right to a Fair Trial_2_A0001|Violation of the Right to a Fair Trial_1_A0001|Rape & Other Forms of Sexual Violence_A0001|Forced Labour_A0001","Chongori Re-education Camp|Onsong County MPS Detention Centre|Onsong County MSS Detention Centre|Onsong County MPS Waiting Room","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre|Waiting Room",1,1,"North Korean","Ministry of People’s Security","20-29","Sergeant Major (teukmu sangsa)","Onsong County MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion |Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Forced Labour",1,1,1,1,1,1,1,1,0,0,0
"1680","det-A0082","perp-A0083","01/09/2018","31/05/2019",2018,2019,"N/A","30-39","Male","Released from all facilities","Violation of Right to Health_1_A0082|Violation of Freedom of Expression_2_A0082|Violation of Freedom of Expression_3_A0082|Violation of Right to Health_2_A0082|Arbitrary Deprivation of Liberty_A0082|Violation of Right to Health_3_A0082|Violation of Freedom of Expression_1_A0082|Torture & CID_1_A0082|Torture & CID_2_A0082|Forced Labour_A0082|Torture & CID_3_A0082","Hyesan City MSS  Detention Centre|Hyesan City MPS Waiting Room|Hyesan City Labour Training Centre","Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Waiting Room|Labour Training Centre",1,1,"North Korean","Ministry of State Security","40-49","Captain (taewi)","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",0,"Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Arbitrary Deprivation of Liberty|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID|Torture & CID|Forced Labour|Torture & CID",1,0,1,1,1,0,0,1,0,0,0
"1681","det-A0082","perp-A0091","01/09/2018","31/05/2019",2018,2019,"N/A","30-39","Male","Released from all facilities","Violation of Right to Health_1_A0082|Violation of Freedom of Expression_2_A0082|Violation of Freedom of Expression_3_A0082|Violation of Right to Health_2_A0082|Arbitrary Deprivation of Liberty_A0082|Violation of Right to Health_3_A0082|Violation of Freedom of Expression_1_A0082|Torture & CID_1_A0082|Torture & CID_2_A0082|Forced Labour_A0082|Torture & CID_3_A0082","Hyesan City MSS  Detention Centre|Hyesan City MPS Waiting Room|Hyesan City Labour Training Centre","Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Waiting Room|Labour Training Centre",1,1,"North Korean","Ministry of People’s Security","50-59","Lieutenant Colonel (jungjwa)","Hyesan City MPS Waiting Room","Ryanggang","Waiting Room",0,"Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Arbitrary Deprivation of Liberty|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID|Torture & CID|Forced Labour|Torture & CID",1,0,1,1,1,0,0,1,0,0,0
"1682","det-A0082","perp-A0090","01/09/2018","31/05/2019",2018,2019,"N/A","30-39","Male","Released from all facilities","Violation of Right to Health_1_A0082|Violation of Freedom of Expression_2_A0082|Violation of Freedom of Expression_3_A0082|Violation of Right to Health_2_A0082|Arbitrary Deprivation of Liberty_A0082|Violation of Right to Health_3_A0082|Violation of Freedom of Expression_1_A0082|Torture & CID_1_A0082|Torture & CID_2_A0082|Forced Labour_A0082|Torture & CID_3_A0082","Hyesan City MSS  Detention Centre|Hyesan City MPS Waiting Room|Hyesan City Labour Training Centre","Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Waiting Room|Labour Training Centre",1,1,"North Korean","Ministry of State Security","30-39","Captain (taewi)","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",0,"Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Arbitrary Deprivation of Liberty|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID|Torture & CID|Forced Labour|Torture & CID",1,0,1,1,1,0,0,1,0,0,0
"1683","det-A0082","perp-A0089","01/09/2018","31/05/2019",2018,2019,"N/A","30-39","Male","Released from all facilities","Violation of Right to Health_1_A0082|Violation of Freedom of Expression_2_A0082|Violation of Freedom of Expression_3_A0082|Violation of Right to Health_2_A0082|Arbitrary Deprivation of Liberty_A0082|Violation of Right to Health_3_A0082|Violation of Freedom of Expression_1_A0082|Torture & CID_1_A0082|Torture & CID_2_A0082|Forced Labour_A0082|Torture & CID_3_A0082","Hyesan City MSS  Detention Centre|Hyesan City MPS Waiting Room|Hyesan City Labour Training Centre","Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Waiting Room|Labour Training Centre",1,1,"North Korean","Ministry of State Security","30-39","Captain (taewi)","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",0,"Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Arbitrary Deprivation of Liberty|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID|Torture & CID|Forced Labour|Torture & CID",1,0,1,1,1,0,0,1,0,0,0
"1684","det-A0082","perp-A0088","01/09/2018","31/05/2019",2018,2019,"N/A","30-39","Male","Released from all facilities","Violation of Right to Health_1_A0082|Violation of Freedom of Expression_2_A0082|Violation of Freedom of Expression_3_A0082|Violation of Right to Health_2_A0082|Arbitrary Deprivation of Liberty_A0082|Violation of Right to Health_3_A0082|Violation of Freedom of Expression_1_A0082|Torture & CID_1_A0082|Torture & CID_2_A0082|Forced Labour_A0082|Torture & CID_3_A0082","Hyesan City MSS  Detention Centre|Hyesan City MPS Waiting Room|Hyesan City Labour Training Centre","Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Waiting Room|Labour Training Centre",1,1,"North Korean","Ministry of State Security","30-39","Lieutenant (jungwi)","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",0,"Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Arbitrary Deprivation of Liberty|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID|Torture & CID|Forced Labour|Torture & CID",1,0,1,1,1,0,0,1,0,0,0
"1685","det-A0082","perp-A0087","01/09/2018","31/05/2019",2018,2019,"N/A","30-39","Male","Released from all facilities","Violation of Right to Health_1_A0082|Violation of Freedom of Expression_2_A0082|Violation of Freedom of Expression_3_A0082|Violation of Right to Health_2_A0082|Arbitrary Deprivation of Liberty_A0082|Violation of Right to Health_3_A0082|Violation of Freedom of Expression_1_A0082|Torture & CID_1_A0082|Torture & CID_2_A0082|Forced Labour_A0082|Torture & CID_3_A0082","Hyesan City MSS  Detention Centre|Hyesan City MPS Waiting Room|Hyesan City Labour Training Centre","Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Waiting Room|Labour Training Centre",1,1,"North Korean","Ministry of State Security","60-69","Major (sojwa)","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",0,"Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Arbitrary Deprivation of Liberty|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID|Torture & CID|Forced Labour|Torture & CID",1,0,1,1,1,0,0,1,0,0,0
"1686","det-A0021","perp-A0027","01/03/2010","27/11/2011",2010,2011,"Women","Unknown","Female","Death in custody","Violation of the Right to Life_A0021|Forced Labour_A0021|Violation of Right to Health_A0021","Chongori Re-education Camp","North Hamgyong","Ministry of People's Security","Re-education Camp",1,2,"North Korean","Ministry of People’s Security","40-49","Senior Lieutenant (sangwi)","Chongori Re-education Camp","North Hamgyong","Re-education Camp",1,"Violation of the Right to Life|Forced Labour|Violation of Right to Health",0,0,0,0,1,0,0,1,0,1,0
"1687","det-A0019","perp-A0026","01/03/2010","27/11/2011",2010,2011,"Women|Children","10-19","Female","Unknown","Torture & CID_A0019|Violation of the Rights of Children_A0019|Forced Labour_A0019|Violation of Right to Health_A0019","Chongori Re-education Camp","North Hamgyong","Ministry of People's Security","Re-education Camp",1,1,"North Korean","Ministry of People’s Security","20-29","Lieutenant (jungwi)","Chongori Re-education Camp","North Hamgyong","Re-education Camp",1,"Torture & CID|Violation of the Rights of Children|Forced Labour|Violation of Right to Health",0,0,1,0,1,0,0,1,1,0,0
"1688","det-A0019","perp-A0027","01/03/2010","27/11/2011",2010,2011,"Women|Children","10-19","Female","Unknown","Torture & CID_A0019|Violation of the Rights of Children_A0019|Forced Labour_A0019|Violation of Right to Health_A0019","Chongori Re-education Camp","North Hamgyong","Ministry of People's Security","Re-education Camp",1,1,"North Korean","Ministry of People’s Security","40-49","Senior Lieutenant (sangwi)","Chongori Re-education Camp","North Hamgyong","Re-education Camp",1,"Torture & CID|Violation of the Rights of Children|Forced Labour|Violation of Right to Health",0,0,1,0,1,0,0,1,1,0,0
"1689","det-A0020","perp-A0027","01/03/2010","27/11/2011",2010,2011,"Women","Unknown","Female","Unknown","Torture & CID_A0020|Violation of Right to Health_A0020|Forced Labour_A0020","Chongori Re-education Camp","North Hamgyong","Ministry of People's Security","Re-education Camp",1,3,"North Korean","Ministry of People’s Security","40-49","Senior Lieutenant (sangwi)","Chongori Re-education Camp","North Hamgyong","Re-education Camp",1,"Torture & CID|Violation of Right to Health|Forced Labour",0,0,1,0,1,0,0,1,0,0,0
"1690","det-A0080","perp-A0081","18/01/2018","08/02/2018",2018,2018,"Women","50-59","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0080|Violation of Freedom of Expression_2_A0080|Violation of Freedom of Expression_1_A0080|Violation of Right to Health_1_A0080|Violation of Right to Health_2_A0080","Ryanggang Provincial MSS Holding Centre|Hyesan City MPS Waiting Room|Kapsan County MSS Office|Hyesan City MSS  Detention Centre","Ryanggang|Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Ministry of People's Security|Ministry of State Security|Ministry of State Security","Holding Centre|Waiting Room|Temporary Detention Facility::Office|Detention Centre",1,1,"North Korean","Ministry of State Security","20-29","Junior Lieutenant (sowi)","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"1691","det-A0036","perp-A0050","09/07/2015","16/10/2016",2015,2016,"Women","50-59","Female","Detained","Torture & CID_A0036|Violation of Freedom of Expression_A0036|Violation of the Right to Freedom of Conscience, Thought and Religion_A0036|Forced Labour_A0036|Violation of Right to Health_A0036","Kaechon Re-education Camp","South Pyongan","Ministry of People's Security","Re-education Camp",1,1,"North Korean","Ministry of People’s Security","50-59","Major (sojwa)","Kaechon Re-education Camp","South Pyongan","Re-education Camp",1,"Torture & CID|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Violation of Right to Health",0,0,1,1,1,0,1,1,0,0,0
"1692","det-A0035","perp-A0049","09/07/2015","16/10/2016",2015,2016,"Women","Unknown","Female","Unknown","Violation of Freedom of Expression_A0035|Violation of the Right to Freedom of Conscience, Thought and Religion_A0035|Violation of Right to Health_A0035|Forced Labour_A0035","Kaechon Re-education Camp","South Pyongan","Ministry of People's Security","Re-education Camp",1,2,"North Korean","Ministry of People’s Security","30-39","Major (sojwa)","Kaechon Re-education Camp","South Pyongan","Re-education Camp",1,"Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Forced Labour",0,0,0,1,1,0,1,1,0,0,0
"1693","det-A0034","perp-A0049","01/12/2015","01/12/2015",2015,2015,"Women","Unknown","Female","Death in custody","Violation of the Right to Life_A0034|Forced Labour_A0034|Violation of Freedom of Expression_A0034|Violation of Right to Health_A0034|Violation of the Right to Freedom of Conscience, Thought and Religion_A0034","Kaechon Re-education Camp","South Pyongan","Ministry of People's Security","Re-education Camp",1,1,"North Korean","Ministry of People’s Security","30-39","Major (sojwa)","Kaechon Re-education Camp","South Pyongan","Re-education Camp",1,"Violation of the Right to Life|Forced Labour|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion",0,0,0,1,1,0,1,1,0,1,0
"1694","det-A0032","perp-A0047","01/12/2014","31/10/2016",2014,2016,"Women","50-59","Female","Deceased","Torture & CID_A0032|Violation of Freedom of Expression_A0032|Violation of Right to Health_A0032|Violation of the Right to Freedom of Conscience, Thought and Religion_A0032","Hyesan City MPS Detention Centre","Ryanggang","Ministry of People's Security","Detention Centre",1,1,"North Korean","Ministry of People’s Security","20-29","Staff Sergeant (hasa)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",1,"Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion",0,0,1,1,1,0,1,0,0,0,0
"1695","det-A0032","perp-A0045","01/12/2014","31/10/2016",2014,2016,"Women","50-59","Female","Deceased","Torture & CID_A0032|Violation of Freedom of Expression_A0032|Violation of Right to Health_A0032|Violation of the Right to Freedom of Conscience, Thought and Religion_A0032","Hyesan City MPS Detention Centre","Ryanggang","Ministry of People's Security","Detention Centre",1,2,"North Korean","Ministry of People’s Security","20-29","Junior Lieutenant (sowi)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",1,"Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion",0,0,1,1,1,0,1,0,0,0,0
"1696","det-A0031","perp-A0045","14/11/2014","14/11/2014",2014,2014,"Women","Unknown","Female","Transferred to further penal facility","Torture & CID_A0031|Violation of Freedom of Expression_A0031|Violation of the Right to Freedom of Conscience, Thought and Religion_A0031|Violation of Right to Health_A0031","Hyesan City MPS Detention Centre","Ryanggang","Ministry of People's Security","Detention Centre",1,1,"North Korean","Ministry of People’s Security","20-29","Junior Lieutenant (sowi)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",1,"Torture & CID|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health",0,0,1,1,1,0,1,0,0,0,0
"1697","det-A0029","perp-A0109","01/01/2015","28/02/2015",2015,2015,"Women|Pregnant Women","20-29","Female","Transferred to further penal facility","Torture & CID_A0029|Violation of the Right to Freedom of Conscience, Thought and Religion_A0029|Violation of Right to Health_A0029|Violation of Freedom of Expression_A0029|Sexual and Gender-based Violence_A0029","Hyesan City MPS Detention Centre","Ryanggang","Ministry of People's Security","Detention Centre",1,3,"North Korean","Ministry of People’s Security","20-29","Sergeant (sanggup byongsa)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",1,"Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Violation of Freedom of Expression|Sexual and Gender-based Violence",0,1,1,1,1,0,1,0,0,0,0
"1698","det-A0028","perp-A0108","01/11/2014","16/10/2016",2014,2016,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A0028|Violation of Freedom of Expression_1_A0028|Violation of Freedom of Expression_2_A0028|Violation of Right to Health_1_A0028|Forced Labour_A0028|Violation of Right to Health_3_A0028|Violation of Right to Health_2_A0028|Torture & CID_1_A0028|Torture & CID_2_A0028|Torture & CID_3_A0028|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0028|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0028|Violation of the Right to a Fair Trial_A0028","Hyesan City MPS Waiting Room|Hyesan City MPS Detention Centre|Kaechon Re-education Camp|Hyesan City Hospital","Ryanggang|Ryanggang|South Pyongan|Ryanggang","Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|Other North Korean government organisation","Waiting Room|Detention Centre|Re-education Camp |Temporary Detention Facility::Other",1,6,"North Korean","Ministry of People’s Security","20-29","Sergeant Major (teukmu sangsa)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Forced Labour|Violation of Right to Health|Violation of Right to Health|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial",1,0,1,1,1,1,1,1,0,0,0
"1699","det-A0028","perp-A0040","01/11/2014","16/10/2016",2014,2016,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A0028|Violation of Freedom of Expression_1_A0028|Violation of Freedom of Expression_2_A0028|Violation of Right to Health_1_A0028|Forced Labour_A0028|Violation of Right to Health_3_A0028|Violation of Right to Health_2_A0028|Torture & CID_1_A0028|Torture & CID_2_A0028|Torture & CID_3_A0028|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0028|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0028|Violation of the Right to a Fair Trial_A0028","Hyesan City MPS Waiting Room|Hyesan City MPS Detention Centre|Kaechon Re-education Camp|Hyesan City Hospital","Ryanggang|Ryanggang|South Pyongan|Ryanggang","Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|Other North Korean government organisation","Waiting Room|Detention Centre|Re-education Camp |Temporary Detention Facility::Other",1,1,"North Korean","Ministry of People’s Security","50-59","Lieutenant Colonel (jungjwa)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Forced Labour|Violation of Right to Health|Violation of Right to Health|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial",1,0,1,1,1,1,1,1,0,0,0
